symbol,signal_date,entry_date,side,regime,side_mode,stop_atr,target_atr,stop_r,tgt_r,atr_period,ref_date,entry_price,stop_price,target_price,atr_value,px_ok,expr_score_raw,expr_valid,expr_score,rr_pred,rr_choice_score,gate_mult_now,expr_score_adj
DENTALKART-SM,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,395.0,373.0793826120416,460.7618521638751,19.927833557128906,1,1.2760106,1,1.2760106,,1.2760106,1.0,1.2760106
ITBETA,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,308.8399963378906,299.0813576490524,338.1159124044053,8.871489524841309,1,1.2667539,1,1.2667539,,1.2667539,1.0,1.2667539
OBEROIRLTY,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,1442.0999755859375,1391.4380180822295,1594.0858480970614,46.05632400512695,1,1.2447283,1,1.2447283,,1.2447283,1.0,1.2447283
710GS2029-GS,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,104.5,103.8075777499801,106.5772667500597,0.6294747591018677,1,1.2433555,1,1.2433555,,1.2433555,1.0,1.2433555
EIDPARRY,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,793.0,759.2874502504403,894.137649248679,30.64777183532715,1,1.1838822,1,1.1838822,,1.1838822,1.0,1.1838822
GSMFOILS-SM,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,194.39999389648438,186.06180759477212,219.41455280162114,7.580169200897217,1,1.1548373,1,1.1548373,,1.1548373,1.0,1.1548373
FEDERALBNK,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,263.8999938964844,254.2459708982376,292.8620628912247,8.776384353637695,1,1.1344255,1,1.1344255,,1.1344255,1.0,1.1344255
724GS2055-GS,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,98.66000366210938,97.5229341737342,102.0712121272349,1.0336995124816895,1,1.1306007,1,1.1306007,,1.1306007,1.0,1.1306007
IT,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,32.72999954223633,31.347163694927133,36.878507084163914,1.2571234703063965,1,1.1299492,1,1.1299492,,1.1299492,1.0,1.1299492
PRLIND-SM,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,53.0,49.8746672191331,62.375998342600695,2.8412115573883057,1,1.1167521,1,1.1167521,,1.1167521,1.0,1.1167521
MANORG,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,405.8999938964844,383.360932815312,473.5171771400014,20.490055084228516,1,1.0533406,1,1.0533406,,1.0533406,1.0,1.0533406
MIDCAP,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,15.850000381469727,15.27288500011801,17.58134652552488,0.5246503353118896,1,1.0468074,1,1.0468074,,1.0468074,1.0,1.0468074
NEELAM-SM,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,10.850000381469727,10.26354184071674,12.609376003728684,0.5331441164016724,1,1.0348322,1,1.0348322,,1.0348322,1.0,1.0348322
LEMONTREE,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,106.19000244140625,101.35811604517403,120.68566163010291,4.3926239013671875,1,1.0269318,1,1.0269318,,1.0269318,1.0,1.0269318
NAM-INDIA,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,846.0,806.4413565644645,964.6759303066065,35.96240234375,1,1.0161737,1,1.0161737,,1.0161737,1.0,1.0161737
KRBL,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,296.3500061035156,280.1043165500448,345.08707476392806,14.768808364868164,1,0.9914138,1,0.9914138,,0.9914138,1.0,0.9914138
DPABHUSHAN,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,1009.9000244140625,952.3834769180353,1182.4496669021441,52.28776931762695,1,0.9837427,1,0.9837427,,0.9837427,1.0,0.9837427
HARIOMPIPE,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,314.3999938964844,299.03419232442593,360.4973986126597,13.968910217285156,1,0.9819769,1,0.9819769,,0.9819769,1.0,0.9819769
KOTAKBANK,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,368.6000061035156,358.0694058996851,400.19180671500726,9.573272705078125,1,0.9720234,1,0.9720234,,0.9720234,1.0,0.9720234
IONEXCHANG,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,331.0,312.77098368235033,385.687048952949,16.57183265686035,1,0.9597364,1,0.9597364,,0.9597364,1.0,0.9597364
TOP10ADD,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,88.58000183105469,85.6681878650879,97.31544372895505,2.6471035480499268,1,0.9589639,1,0.9589639,,0.9589639,1.0,0.9589639
INDIASHLTR,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,704.2000122070312,664.682969571958,822.751140112251,35.924583435058594,1,0.9554693,1,0.9554693,,0.9554693,1.0,0.9554693
APLLTD,2026-03-24,2026-03-25,long,bull,both,1.100000023841858,3.3000000715255737,1.1,3.3,14,2026-03-24,672.0,643.9281520481143,756.2155438556572,25.519861221313477,1,0.9391723,1,0.9391723,,0.9391723,1.0,0.9391723
